City,Address,Category,BuildingType,NewAlterationAddition,Valuation,PermitHolder,Issuance,County
Iowa City,1565 S. FIRST AVE.,Commercial,Commercial,Alteration,130000,STEVE SCHMIDT / SALON,1-Apr-16,Johnson
Iowa City,158 HAWKEYE CT,Residential,Single Family,Addition,140000,DAN SAVOIA,1-Jun-16,Johnson
Iowa City,16 CHERRY LANE NE,Residential,Single Family,Alteration,90000,GARY FRAKES CONSTRUCTION,11-Apr-16,Johnson
Iowa City,1601 MCCLEARY ST,Residential,Multi Family,New,2333333,AMY PRETORIUS,1-Feb-16,Johnson
Iowa City,1605 PRAIRIE DU CHIEN RD,Residential,Single Family,New,109000,IOWA VALLEY HABITAT,1-Jun-16,Johnson
Iowa City,1651 MCCLEARY LANE,Residential,Multi Family,New,2160000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1682 DUNLEY CT,Residential,Single Family,New,300000,WESTON HODGE,1-Jan-16,Johnson
Iowa City,1692 RIDGE RD,Residential,Single Family,Alteration,308500,MONTY KEHL,1-Feb-16,Johnson
Iowa City,"1700 S. FIRST AVE., NO. 14",Commercial,Commercial,Alteration,225000,UAY DENNIS HASENBANK,1-Feb-16,Johnson
Iowa City,1701 FOSTER RD,Residential,Single Family,New,300000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1709 FOSTER RD,Residential,Single Family,New,300000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1717 FOSTER RD,Residential,Single Family,New,275000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1720 GLENDALE RD,Residential,Single Family,Alteration,290000,MARK GOMEZ,1-Mar-16,Johnson
Iowa City,1729 FOSTER RD,Residential,Single Family,Alteration,100000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1746 WINSTON DR,Residential,Single Family,Addition,70000,BOB HRADEK,1-Mar-16,Johnson
Iowa City,175 E. HARRISON ST.,Commercial,Commercial,New,10700000,NICK LINDSLEY,1-Jan-16,Johnson
Iowa City,177 CHADWICK LANE,Residential,Single Family,New,212657,JEFF MORELAND,1-Feb-16,Johnson
Iowa City,1771 FOSTER RD,Residential,Single Family,New,300000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1779 FOSTER RD,Residential,Single Family,New,325000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,1787 FOSTER RD,Residential,Single Family,New,325000,AMY PRETORIUS,1-Apr-16,Johnson
Iowa City,18 LAKEVIEW CIR NE,Residential,Single Family,Alteration,240000,MARTIN CONSTRUCTION,19-Feb-16,Johnson
Iowa City,1816 LOWER MUSCATINE RD,Commercial,Commercial,Addition,2300000,KIRKWOOD COMMUNITY COLLEGE,1-May-16,Johnson
Iowa City,19 EALING DR,Residential,Single Family,Addition,51500,RON ZOOK,1-Apr-16,Johnson
Iowa City,19 VALLEY VIEW KNOLL NE,Residential,Single Family,Alteration,75000,BOB ARBUCKLE,16-Jun-16,Johnson
Iowa City,1900 MORNINGSIDE DR,Commercial,Commercial,Alteration,209100,IOWA CITY SCHOOL DISTRICT,1-Mar-16,Johnson
Iowa City,1940 LOWER MUSCATINE RD,Commercial,Commercial,Addition,480000,PAT BARTEN,1-Mar-16,Johnson
Iowa City,1950 S GILBERT ST,Commercial,Commercial,New,949457,RICHARD ARTHUR,1-Jun-16,Johnson
Iowa City,1960 S RIVERSIDE DR,Commercial,Commercial,Alteration,74000,DANA HARVEY-MOORE,1-Jun-16,Johnson
Iowa City,1970 SHERMAN DR,Residential,Single Family,New,190000,LYLE SEYDEL,1-Jan-16,Johnson
Iowa City,2 OAK PARK LANE NE,Residential,Single Family,New,350000,BOYD CROSBY CONSTRUCTION,16-Jun-16,Johnson
Iowa City,201 S. CLINTON ST.,Commercial,Commercial,Alteration,350000,BUILD TO SUIT LTD,1-May-16,Johnson
Iowa City,2013 MACKINAW DR,Residential,Single Family,New,184985,ADVANTAGE CUSTOM BUILDERS,1-Jun-16,Johnson
Iowa City,2105 BROADWAY ST,Commercial,Commercial,Alteration,131000,MARTY ROTH,1-Jun-16,Johnson
Iowa City,2200 LOWER MUSCATINE RD,Commercial,Commercial,Alteration,97000,BRIAN HUDSON,1-Jan-16,Johnson
Iowa City,224 RICHARDS ST,Residential,Single Family,Alteration,56970,LAMMERS CONSTRUCTION,1-Mar-16,Johnson
Iowa City,225 COLCHESTER DR,Residential,Single Family,New,222143,JEFF MORELAND,1-Apr-16,Johnson
Iowa City,225 S. LINN ST.,Commercial,Commercial,Alteration,65000,DARREN SPENLER,1-May-16,Johnson
Iowa City,2304 MUSCATINE AVE,Commercial,Commercial,Alteration,150000,DAVID ELLINGSON,1-May-16,Johnson
Iowa City,232 LINDEMANN DR,Residential,Single Family,New,270000,JIM WALKER,1-Jun-16,Johnson
Iowa City,233 COLCHESTER DR,Residential,Single Family,New,290000,JERAD KILBURG,1-Jun-16,Johnson
Iowa City,24 S CLINTON ST,Commercial,Commercial,Alteration,395000,DARREN SPENLER,1-Jun-16,Johnson
Iowa City,2401 HIGHWAY 6,Residential,Multi Family,Alteration,4989286,MOHS CONTRACTING,1-May-16,Johnson
Iowa City,2401 HIGHWAY 6,Residential,Multi Family,Alteration,4989286,MOHS CONTRACTING,1-Jun-16,Johnson
Iowa City,241 COLCHESTER DR,Residential,Single Family,New,212237,JEFF MORELAND,1-Jun-16,Johnson
Iowa City,2414 FREEDOM CT,Commercial,Commercial,Alteration,190000,JENNA KENNEDY,1-Jan-16,Johnson
Iowa City,2510 N. DODGE ST,Commercial,Commercial,Alteration,602000,MICHAEL JOHNSON,1-Jan-16,Johnson
Iowa City,2510 N. DODGE ST,Commercial,Commercial,Alteration,12560000,PEARSON'S,1-Feb-16,Johnson
Iowa City,2510 N. DODGE ST,Commercial,Commercial,Alteration,315000,NCS PEARSON INC,1-May-16,Johnson
Iowa City,2515 INDEPENDENCE RD,Commercial,Commercial,Alteration,500000,TRAVIS KOCK /  UI LIBRARIES,1-Mar-16,Johnson
Iowa City,2515 INDEPENDENCE RD,Commercial,Commercial,Alteration,240000,TRAVIS KOCK / UI ,1-May-16,Johnson
Iowa City,2524 AARON DR SE,Residential,Single Family,New,350000,REMPEL CONSTRUCTION,4-May-16,Johnson
Iowa City,2545 N. DOGE ST.,Commercial,Commercial,New,1500000,246 GROUP LLC / MEDICAL OFFICE BUILDING,1-Apr-16,Johnson
Iowa City,2621 PINTO LANE,Residential,Single Family,New,144000,LYLE SEYDEL,1-Mar-16,Johnson
Iowa City,2622 BLAZING STAR DR,Residential,Single Family,New,140332,GERARD HOMES,1-May-16,Johnson
Iowa City,2632 BLAZING STAR DR,Residential,Single Family,New,140332,DAVID GERARD,1-May-16,Johnson
Iowa City,2633 PINTO LANE,Residential,Single Family,New,144000,LYLE SEYDEL,1-Mar-16,Johnson
Iowa City,2642 BLAZINE STAR DR,Residential,Single Family,New,140332,DAVID GERARD,1-May-16,Johnson
Iowa City,2645 PINTO LANE,Residential,Single Family,New,144000,LYLE SEYDEL,1-Mar-16,Johnson
Iowa City,2652 BLAZINE STAR DR,Residential,Single Family,New,140332,DAVID GERARD,1-May-16,Johnson
Iowa City,2657 PINTO LANE,Residential,Single Family,New,144000,LYLE SEYDEL,1-Mar-16,Johnson
Iowa City,269 N. FIRST AVE.,Commercial,Commercial,Alteration,135000,KRISTEN GUILLETTE / MIDWEST ONE,1-Feb-16,Johnson
Iowa City,2744 BLAZING STAR DR,Residential,Single Family,New,150332,DAVID GERARD,1-May-16,Johnson
Iowa City,2754 BLAZING STAR DR,Residential,Single Family,New,150332,DAVID GERARD,1-May-16,Johnson
Iowa City,2759 BLAZING STAR DR,Residential,Single Family,New,200000,RYAN ABRAHAM,1-May-16,Johnson
Iowa City,2800 COMMERCE DR,Commercial,Commercial,New,470000,DAN VOLZ / SELF-STORAGE,1-Mar-16,Johnson
Iowa City,2858 WHISPERING MEADOW,Residential,Single Family,New,180000,LYLE SEYDEL,1-Mar-16,Johnson
Iowa City,2901 MELROSE AVE,Commercial,Commercial,Alteration,157000,IOWA CITY COMMUNITY SCHOOL DISTRICT,1-Mar-16,Johnson
Iowa City,2901 MELROSE AVE,Commercial,Commercial,Addition,120000,MIKE MOULDS,1-Apr-16,Johnson
Iowa City,2901 MELROSE AVE,Commercial,Commercial,Alteration,131220,IOWA CITY COMMUNITY SCHOOL DISTRICT,1-May-16,Johnson
Iowa City,2905 SADDLE CLUB RD NE,Residential,Single Family,Alteration,178650,CARPENTRY BY CHRIS,6-Jun-16,Johnson
Iowa City,3 GLENDALE TER,Residential,Single Family,Alteration,72000,GT KARR,1-May-16,Johnson
Iowa City,30 MARIETTA AVE,Residential,Multi Family,New,713465,HENDRICKSON ENT INC,1-Mar-16,Johnson
Iowa City,3155 SHIRE,Residential,Single Family,Addition,60000,LYLE SEYDEL - 6 UNIT GARAGE BLDG 1,1-Feb-16,Johnson
Iowa City,3155 SHIRE,Residential,Single Family,Addition,60000,LYLE SEYDEL - 6 UNIT GARAGE BLDG 2,1-Feb-16,Johnson
Iowa City,3155 SHIRE,Residential,Single Family,Addition,60000,LYLE SEYDEL - 6 UNIT GARAGE BLDG 3,1-Feb-16,Johnson
Iowa City,316 S. MADISON ST.,Residential,Multi Family,New,1000000,316 MADISON LLC,1-May-16,Johnson
Iowa City,32 CAMDEN RD,Residential,Single Family,New,200000,JIM WALKER,1-Mar-16,Johnson
Iowa City,326 WINDSOR DR,Residential,Single Family,Alteration,150000,ROGER BROWNING,1-Jan-16,Johnson
Iowa City,327 GILBERT ST.,Commercial,Commercial,Alteration,199490,MARK KENNEDY,1-May-16,Johnson
Iowa City,328 S. CLINTON ST. ,Commercial,Commercial,New,23500000,IOWA CITY HOTEL ASS€,1-Feb-16,Johnson
Iowa City,3317 LIMERICK LANE,Residential,Single Family,New,379000,JASON PETERSON,1-Jun-16,Johnson
Iowa City,3335 LIMERICK LANE,Residential,Single Family,New,340000,JASON LEE,1-Jun-16,Johnson
Iowa City,3338 LIMERICK LANE,Residential,Single Family,New,305000,JASON LEE,1-Mar-16,Johnson
Iowa City,34 REDBUD PL,Residential,Single Family,Addition,57750,TIM BRODERSEN,1-Apr-16,Johnson
Iowa City,340 MOSSWOOD LANE,Residential,Single Family,New,50000,RONALD SHEBETKA,14-Apr-16,Johnson
Iowa City,3599 DOLPHIN DR SE,Commercial,Commercial,New,600000,B & H BUILDERS LLC,24-Mar-16,Johnson
Iowa City,3640 MIDDLEBURY RD,Commercial,Commercial,New,188000,ANDREW HODGE,1-Jan-16,Johnson
Iowa City,3640 MIDDLEBURY RD,Commercial,Commercial,New,9500000,ANDREW HODGE / UI MEDICAL CLINIC,1-Mar-16,Johnson
Iowa City,3850 ROHRET RD,Commercial,Commercial,Addition,4400000,CURT PRATT / CLASSROOMS AND GYMNASIUM,1-May-16,Johnson
Iowa City,3941 LIBERTY DR,Commercial,Commercial,Alteration,132632,JO VENTUR,1-Apr-16,Johnson
Iowa City,"40 S. JOHNSON ST., NO. 4",Residential,Multi Family,Alteration,65000,BRYAN CLARK,1-Feb-16,Johnson
Iowa City,403 TAFT AVE,Residential,Multi Family,New,1900000,JEFF MORELAND,1-Apr-16,Johnson
Iowa City,4074 GUSTAV ST,Residential,Single Family,New,210000,KEVIN HOCHSTEDLER,1-Apr-16,Johnson
Iowa City,4135 KILBURNIE CT,Residential,Single Family,New,301892,JEFF MORELAND,1-May-16,Johnson
Iowa City,4142 BUCKINGHAM LANE,Residential,Single Family,New,322241,ARLINGTON DEVELOPMENT,1-May-16,Johnson
Iowa City,416 E IOWA AVE,Residential,Multi Family,New,10781614,J RANDY BRUCE,1-Jun-16,Johnson
Iowa City,42 CAMDEN RD,Residential,Single Family,New,210000,JIM WALKER,1-Mar-16,Johnson
Iowa City,4275 OAK CREST HILL RD SE,Commercial,Commercial,Alteration,62829,RON SEXTON CONSTRUCTION,9-May-16,Johnson
Iowa City,435 S LINN ST,Commercial,Commercial,New,6000000,STEPHEN MARCUS,1-Jun-16,Johnson
Iowa City,4410 DANE RD SW,Residential,Single Family,New,418000,TODD HAHN CONSTRUCTION,21-Jan-16,Johnson
Iowa City,4759 FOREST VIEW CIR,Residential,Single Family,Addition,50000,AMELON CONSTRUCTION,9-May-16,Johnson
Iowa City,4811 MELROSE AVE,Commercial,Commercial,New,60000,ELDON SLAUGHTER,1-Jun-16,Johnson
Iowa City,507 S. GILBERT ST,Commercial,Commercial,Alteration,56000,ROB DECKER,1-Mar-16,Johnson
Iowa City,53 TUCSON PL,Residential,Single Family,Alteration,75000,RUSS GARRETT,1-Jun-16,Johnson
Iowa City,548 OLYMPIC CT,Commercial,Commercial,Alteration,115000,THOMAS MCINERNEY,1-Apr-16,Johnson
Iowa City,571 WESTBURY DR,Commercial,Commercial,New,1100867,PRIMUS CONSTRUCTION,1-Jun-16,Johnson
Iowa City,6 WOODLAND HTS NE,Residential,Single Family,New,400000,ANDERSON CONSTRUCTION,14-Apr-16,Johnson
Iowa City,620 FOSTER RD,Residential,Single Family,New,995000,EDDIE D & CHERI D COLE,1-Feb-16,Johnson
Iowa City,629 S. RIVERSIDE DR.,Residential,Multi Family,Addition,255000,TIM BRODERSEN,1-May-16,Johnson
Iowa City,63 CAMDEN RD,Residential,Single Family,New,240000,JIM WALKER,1-Mar-16,Johnson
Iowa City,632 S. RIVERSIDE DR.,Commercial,Commercial,Alteration,50000,LINDER TIRES,1-Feb-16,Johnson
Iowa City,67 LEAMER ,Residential,Multi Family,New,636405,HENDRICKSON DEVELOPMENT,1-Mar-16,Johnson
Iowa City,681 SHERWOOD DR,Residential,Single Family,New,300000,JEFF MORELAND,1-Jun-16,Johnson
Iowa City,708 S RIVERSIDE DR,Commercial,Commercial,Alteration,300000,PORTS ARCHITECTS,1-Jun-16,Johnson
Iowa City,716 N. DUBUQUE ST.,Residential,Multi Family,Alteration,60000,MITCH KING,1-May-16,Johnson
Iowa City,73 CAMDEN RD,Residential,Single Family,New,240000,JIM WALKER,1-Mar-16,Johnson
Iowa City,731 S. RIVERSIDE DR,Commercial,Commercial,New,1916418,LINDSEY PFAFF,1-May-16,Johnson
Iowa City,775 MCCOLLISTER CT,Residential,Single Family,New,211000,KEVIN HOCHSTEDLER,1-Apr-16,Johnson
Iowa City,804 IOWA AVE,Residential,Multi Family,Addition,275000,CHI OMEGA SOR,1-May-16,Johnson
Iowa City,808 S DUBUQUE ST,Commercial,Commercial,New,7489000,BEN MUMM,1-Jun-16,Johnson
Iowa City,819 S. FIRST AVE.,Commercial,Commercial,Alteration,106600,THOMAS MCINERNEY,1-Mar-16,Johnson
Iowa City,82 CAMDEN RD,Residential,Single Family,New,210000,JERAD KILBURG,1-Jun-16,Johnson
Iowa City,829 S SEVENTH AVE,Residential,Single Family,New,110000,CHRISTY SHIPLEY,1-Jun-16,Johnson
Iowa City,830 SOUTHLAWN DR,Commercial,Commercial,Alteration,3997000,SCOTT PALMBERG / SCHOOL BUILDING,1-Apr-16,Johnson
Iowa City,830 SOUTHLAWN DR,Commercial,Commercial,Addition,446750,MATT TOTH,1-Jun-16,Johnson
Iowa City,831 RYAN CT,Residential,Single Family,New,200603,ADVANTAGE CUSTOM BUI€,1-Mar-16,Johnson
Iowa City,845 PEPPERWOOD LANE,Commercial,Commercial,Alteration,400000,EMILY ROSEBERRY,1-May-16,Johnson
Iowa City,851 RYAN CT,Residential,Single Family,New,170570,ADVANTAGE CUSTOM BUI€,1-Apr-16,Johnson
Iowa City,853 RYAN CT,Residential,Single Family,New,189452,ADVANTAGE CUSTOM BUI€,1-Apr-16,Johnson
Iowa City,863 RYAN CT,Residential,Single Family,New,170570,ADVANTAGE CUSTOM BUI€,1-May-16,Johnson
Iowa City,865 RYAN CT,Residential,Single Family,New,189452,ADVANTAGE CUSTOM BUI€,1-May-16,Johnson
Iowa City,901 SCOTT BLVD,Residential,Multi Family,New,680000,JESS ALLEN,1-Feb-16,Johnson
Iowa City,907 CAMP CARDINAL RD,Residential,Single Family,New,460000,JIM WALKER,1-Mar-16,Johnson
Iowa City,913 S. DUBUQUE ST.,Commercial,Commercial,Alteration,484000,JOHNSON COUNTY ADMIN,1-Feb-16,Johnson
Iowa City,913 SCOTT BLVD,Residential,Multi Family,New,850000,JESSE ALLEN,1-Feb-16,Johnson
Iowa City,918 E. BLOOMINGTON ST,Residential,Single Family,New,250000,PRESTIGE PROPERTIES DEV,1-Feb-16,Johnson
Iowa City,919 CAMP CARDINAL RD,Residential,Single Family,New,440000,JIM WALKER,1-Mar-16,Johnson
Iowa City,937 CARDINAL PL,Residential,Single Family,New,309000,KEVIN HOCHSTEDLER,1-Mar-16,Johnson
Iowa City,943 CAMP CARDINAL RD,Residential,Single Family,New,480000,JIM WALKER,1-Feb-16,Johnson
Iowa City,960 COVERED WAGON,Residential,Single Family,New,220000,JIM WALKER,1-May-16,Johnson
Iowa City,967 CAMP CARDINAL RD,Residential,Single Family,New,450000,RANDY REMPEL,1-Feb-16,Johnson
Iowa City,976 CAMP CARDINAL RD,Residential,Single Family,New,288000,KEVIN HOCHSTEDLER,1-Apr-16,Johnson
Kalona,1337 UPPER OLD HIGHWAY 6 RD NW,Residential,Single Family,Addition,145000,RAMSEY CREEK,26-Feb-16,Johnson
Kalona,1909 480TH ST SW,Residential,Single Family,New,107940,ANDREW PECK,10-Jun-16,Johnson
Kalona,1985 MILL VIEW CIR SW,Residential,Single Family,New,235000,HOCHSTEDLER BUILDING AND DEVELOPMENT,8-Apr-16,Johnson
Kalona,4677 COSGROVE DR SW,Residential,Single Family,New,250000,BRIAN BAHNDORF,1-Mar-16,Johnson
Kalona,4697 DERBY AVE SE,Residential,Single Family,New,674000,KEVIN MCCREEDY,2-May-16,Johnson
Lisbon,220 NORTH BUCHANAN ST,Residential,Single Family,New,73884,Kirk Montgomery,28-Mar-16,Linn
Lisbon,303 GRANT AVE CIR,Residential,Single Family,New,73827,LJ ELECTRICAL,29-Jul-16,Linn
Lisbon,304 GRANT AVENUE CIR,Residential,Single Family,New,65750,PATRICIA M MONTGOMERY,10-May-16,Linn
Lisbon,307 NOVAK RD,Residential,Single Family,New,145352,NORTON KELLY M,25-Jul-16,Linn
Lisbon,314 GRANT AVENUE CIR,Residential,Single Family,New,82296,SOLON STATE BANK,2-Mar-16,Linn
Lisbon,503 GRANT AVE CIR,Residential,Single Family,New,69464,WALLACE JAYSON M,28-Jul-16,Linn
Lisbon,517 GRANT AVENUE CIR,Residential,Single Family,New,88344,517 GRANT AVENUE CIR,4-Apr-16,Linn
Lisbon,709 NORTH WASHINGTON STREET,Commercial,Commercial,New,138063,LISBON CITY OF,17-Feb-16,Linn
Lone Tree,5241 GOLDEN POND LANE SE,Residential,Single Family,New,250000,RYAN MILLS,2-Jun-16,Johnson
Marion,1 CHAPELRIDGE CIRCLE,Residential,Single Family,Alteration,136000,CHAPELRIDGE OF MARION (),15-Apr-16,Linn
Marion,"1003 50TH STREET, SUITE 103",Commercial,Commercial,Alteration,51371,DR. NATHAN HEIN - DOG GROOMING BUSINESS (),25-Feb-16,Linn
Marion,101 CEMAR COURT,Residential,Multi Family,New,282104,JW HOME BUILDERS (),1-Apr-16,Linn
Marion,1017 EMERALD COURT,Residential,Single Family,New,121128,DAHL CUSTOM HOMES (),19-May-16,Linn
Marion,1018 EMERALD COURT,Residential,Single Family,New,110686,DREAM BUILDERS OF IOWA LLC (),31-Mar-16,Linn
Marion,102 35TH STREET,Commercial,Commercial,New,391349,PLATINUM DEVELOPMENT LLC (),29-Feb-16,Linn
Marion,1033 EMERALD COURT,Residential,Single Family,New,120944,DAHL CUSTOM HOMES (),11-Jan-16,Linn
Marion,1044 OAK PARK TRAIL,Residential,Single Family,New,105192,MIDWEST DEVELOPMENT CO. (),25-Apr-16,Linn
Marion,1064 ALEXIS COURT,Residential,Single Family,New,127250,MARION INDEPENDENT SCHOOL DISTRICT (),29-Jul-16,Linn
Marion,1065 EMERALD COURT,Residential,Single Family,New,142632,DREAM BUILDERS OF IOWA LLC (),3-May-16,Linn
Marion,108 CEMAR COURT,Residential,Multi Family,New,285512,"RESIDENCES AT THE PARK, INC ()",29-Jan-16,Linn
Marion,1080 PORTSMITH CIRCLE,Residential,Single Family,New,133460,BURGER HOMES & DEVELOPMENT INC. (),31-Mar-16,Linn
Marion,1088 ALEXIS COURT,Residential,Single Family,New,155488,MARK & JENNIFER BRASE,26-Jul-16,Linn
Marion,1104 7TH AVENUE,Commercial,Commercial,Alteration,62435,7TH AVENUE ANTIQUES/INTEGRITY COMPANIES (KENT BACKEN),7-Mar-16,Linn
Marion,1168 OAK PARK TRAIL,Residential,Single Family,New,91429,MIDWEST DEVELOPMENT CO. (),25-Jul-16,Linn
Marion,1171 SETTLERS COURT,Residential,Single Family,New,147660,PLATTEN CONSTRUCTION (),23-Mar-16,Linn
Marion,1180 OAK PARK TRAIL,Residential,Single Family,New,94088,MIDWEST DEVELOPMENT CO. (),25-Jul-16,Linn
Marion,1200 OAK PARK TRAIL,Residential,Single Family,New,92216,MIDWEST DEVELOPMENT CO. (),5-May-16,Linn
Marion,1246 7TH AVENUE,Commercial,Commercial,Alteration,55400,FASHION PAR KITCHENS (KEN SHAFFER),21-Jan-16,Linn
Marion,126 BENT CREEK DRIVE,Residential,Single Family,New,98132,INTEGRITY CUSTOM HOMES INC (),7-Jul-16,Linn
Marion,127 BATTLE CREEK DRIVE,Residential,Single Family,New,120758,JERRY S HOMES (),14-Apr-16,Linn
Marion,1305 ROLLING GLEN DRIVE,Residential,Single Family,New,116832,PLATTEN CONSTRUCTION (),23-Feb-16,Linn
Marion,1311 SETTLERS DRIVE,Residential,Single Family,New,111656,DONOHOE CUSTOM HOMES (),1-Mar-16,Linn
Marion,1322 CRESCENT OAK LANE,Residential,Single Family,New,113578,MIDWEST DEVELOPMENT CO. (),7-Jul-16,Linn
Marion,1337 CRESCENT OAK LANE,Residential,Single Family,New,139612,MIDWEST DEVELOPMENT CO. (),11-Feb-16,Linn
Marion,1341 FOXBOROUGH DRIVE,Residential,Single Family,New,123136,FRITZ DEVELOPMENT LLC (),21-Jun-16,Linn
Marion,1362 BRIDGE CREEK COURT,Residential,Single Family,New,147464,SKOGMAN HOMES (),6-Jun-16,Linn
Marion,1382 FOXBOROUGH DRIVE,Residential,Single Family,New,134452,ACADEMY HOMES & REMODELING INC (),9-Jun-16,Linn
Marion,140 WEST WILLIAMS DRIVE,Residential,Single Family,New,124700,"CCE, LLC ()",10-Jun-16,Linn
Marion,1436 SETTLERS DRIVE,Residential,Single Family,New,122812,JW HOME BUILDERS (),2-Jun-16,Linn
Marion,1458 BRIDGE CREEK COURT,Residential,Single Family,New,122292,DONOHOE CUSTOM HOMES (),12-Jul-16,Linn
Marion,1467 FOXBOROUGH DRIVE,Residential,Single Family,New,132116,LEGACY HOMES OF EASTERN IOWA LLC (),5-Jan-16,Linn
Marion,1472 SETTLERS DRIVE,Residential,Single Family,New,122312,JW HOME BUILDERS (),1-Apr-16,Linn
Marion,148 BENT CREEK DRIVE,Residential,Single Family,New,100344,INTEGRITY CUSTOM HOMES INC (),2-Mar-16,Linn
Marion,1481 CRESCENT OAK LANE,Residential,Single Family,New,112929,MIDWEST DEVELOPMENT CO. (),18-Mar-16,Linn
Marion,1506 BRIDGE CREEK COURT,Residential,Single Family,New,108640,K & A HOMES LLP (),11-Mar-16,Linn
Marion,153 ASPEN DRIVE,Residential,Single Family,New,161908,PLATTEN CONSTRUCTION (),3-Mar-16,Linn
Marion,1553 BRIDGE CREEK COURT,Residential,Single Family,New,111656,DONOHOE CUSTOM HOMES (),1-Mar-16,Linn
Marion,156 SADDLEBACK ROAD,Residential,Single Family,New,100296,INTEGRITY CUSTOM HOMES INC (),26-Jul-16,Linn
Marion,1580 HUNTINGTON HILLS DRIVE,Residential,Single Family,Addition,50000,JASON KLEIN,26-Jul-16,Linn
Marion,160 BENT CREEK DRIVE,Residential,Single Family,New,95640,INTEGRITY CUSTOM HOMES INC (),2-Mar-16,Linn
Marion,1612 ROLLING GLEN DRIVE,Residential,Single Family,New,115968,PLATTEN CONSTRUCTION (),7-Jun-16,Linn
Marion,1690 MARION AIRPORT ROAD,Commercial,Commercial,New,171215,"GENESIS EQUITIES, LLC ()",26-Jan-16,Linn
Marion,1694 ROLLING GLEN DRIVE,Residential,Single Family,New,127710,DAVIDSON HOMES (),9-Mar-16,Linn
Marion,1700 BIG BLUESTEM CIRCLE,Commercial,Commercial,New,1474224,LINN COUNTY - RED CEDAR LODGE 3846 SQ FT.,20-Apr-16,Linn
Marion,179 BENT CREEK DRIVE,Residential,Single Family,New,103484,ED ROEHRICH,22-Mar-16,Linn
Marion,187 WEST WILLIAMS DRIVE,Residential,Single Family,New,136424,JW HOME BUILDERS (),2-Jun-16,Linn
Marion,188 EASTVIEW AVENUE,Residential,Single Family,New,157712,"CCE, LLC ()",10-Jun-16,Linn
Marion,1890 BELLBOY DRIVE,Residential,Single Family,New,117168,MICHAEL HALL,5-May-16,Linn
Marion,1905 26TH AVENUE,Residential,Single Family,Alteration,60000,KEITH LOWEN,13-Apr-16,Linn
Marion,191 BENT CREEK DRIVE,Residential,Single Family,New,98164,INTEGRITY CUSTOM HOMES INC (),26-May-16,Linn
Marion,200 MENARD LANE,Commercial,Commercial,Addition,571971,MENARDS MAIN OFFICE (DENNY BEHRENS),28-Jun-16,Linn
Marion,203 BENT CREEK DRIVE,Residential,Single Family,New,101400,INTEGRITY CUSTOM HOMES INC (),9-Jun-16,Linn
Marion,2051 SKYVIEW DR,Residential,Single Family,New,137805,SPENCER CATHERINE E,11-Mar-16,Linn
Marion,2064 ADDISON COURT,Residential,Single Family,New,135931,SKOGMAN HOMES (),31-May-16,Linn
Marion,214 BENT CREEK DRIVE,Residential,Single Family,New,106668,INTEGRITY CUSTOM HOMES INC (),5-Feb-16,Linn
Marion,219 WEST WILLIAMS DRIVE,Residential,Single Family,New,119600,ST HOMES LLC (),7-Mar-16,Linn
Marion,225 BENT CREEK DRIVE,Residential,Single Family,New,97944,INTEGRITY CUSTOM HOMES INC (),9-Jun-16,Linn
Marion,2335 DALEVIEW DRIVE,Residential,Single Family,Alteration,87000,MIKE ZIKA,22-Mar-16,Linn
Marion,236 BENT CREEK DRIVE,Residential,Single Family,New,97944,INTEGRITY CUSTOM HOMES INC (),5-Feb-16,Linn
Marion,248 BATTLE CREEK DRIVE,Residential,Single Family,New,117896,RINKENBERGER HOMEBUILDERS (),14-Apr-16,Linn
Marion,250 S 21ST ST CT,Residential,Single Family,New,86152,DOUGLAS W. HENDERSON (),19-Apr-16,Linn
Marion,2525 7TH AVENUE,Commercial,Commercial,New,400479,EMERSON MATTRESS INC (RUSS MILLER),4-May-16,Linn
Marion,255 S 21ST ST CT,Residential,Single Family,New,86152,DOUGLAS W. HENDERSON (),19-Apr-16,Linn
Marion,262 WEST WILLIAMS DRIVE,Residential,Single Family,New,122104,FRAZIER HOMES LLC (),15-Apr-16,Linn
Marion,282 BATTLE CREEK DRIVE,Residential,Single Family,New,112260,ST HOMES LLC (),12-May-16,Linn
Marion,2900 8TH AVENUE,Commercial,Commercial,New,6862406,JOHN DONNER,31-May-16,Linn
Marion,2940 BROOKVALLEY COURT,Residential,Multi Family,New,178840,MIDWEST DEVELOPMENT CO. (),20-Jun-16,Linn
Marion,2998 HAWKS RIDGE LANE,Residential,Single Family,New,125880,SKOGMAN HOMES (),11-May-16,Linn
Marion,300 44TH STREET,Commercial,Commercial,New,712472,JIM ANDERSON,28-Jun-16,Linn
Marion,300 S. 11TH STREET,Residential,Single Family,New,164242,RON MAJOR,5-May-16,Linn
Marion,302 EASTVIEW AVENUE,Residential,Single Family,New,135932,FRAZIER HOMES LLC (),19-May-16,Linn
Marion,3037 OAK SAVANNAH CT,Residential,Single Family,New,337519,,23-Mar-16,Linn
